student_id,first_name,last_name,dob,gender,email,phone_number,password,national_id,register_date,province,address,status
S280,Audrey,Liu,2004-07-11,male,umorrison@yahoo.com,714.823.8181,F+x4BZk3l!,096-13-1653,2025-03-28,Kentucky,"606 Juan Cliff Josephton, TX 77664",1
S281,Bradley,Maldonado,2002-10-17,male,alexandriakelley@glass.com,479.805.5990,*ps0D@Ln!u,223-68-6225,2025-01-15,Rhode Island,"06642 Patton Underpass Suite 810 South Stuart, NV 62050",1
S282,Henry,Williams,2004-02-03,female,worr@hall.com,(307)073-8349,+*6Aor8%P0,187-25-5672,2025-01-26,Iowa,"08843 Aaron Villages Apt. 314 Matthewsborough, MT 31045",1
S283,Jamie,Gamble,2003-08-03,female,cynthiawatson@yahoo.com,736.394.7942,nwB9ptApA),825-46-1520,2025-02-26,Alabama,"3637 Moore Hills Coreyside, HI 27528",1
S284,James,Stewart,2004-09-07,female,chambersjuan@hotmail.com,3915526458,nWV75JrQ%D,628-64-7127,2025-03-19,South Carolina,"560 George Skyway Apt. 937 South Lindaburgh, WV 85439",1
S285,Amber,Smith,2006-05-17,male,markparrish@alvarado.biz,(040)090-4681,%32Fxm&57q,153-77-0155,2025-01-26,Kansas,"673 Ford Station East Laura, MD 95604",1
S286,Michael,Hoffman,2004-06-21,male,dawn33@yahoo.com,5565535012,_w8f5HLcg$,325-78-8326,2025-02-17,Michigan,"72872 Williams Estates Apt. 267 Edwardside, ID 98708",1
S287,Danny,Williams,2003-01-05,female,rjohnson@allen-mckinney.com,481-820-9401,*b2NfXkA%3,454-05-0822,2025-02-04,Arizona,"256 Ronald Expressway Muellerborough, WA 25835",1
S288,Antonio,Jones,2005-09-06,female,sandrasaunders@yahoo.com,841-929-8860,Bj6rN7KrS&,679-86-5584,2025-03-12,Texas,"2495 Lewis Cape Lake Joann, VA 14337",1
S289,James,Stanley,2003-03-18,female,kathrynkirby@yahoo.com,+1-893-449-6319,su$3j2V3!9,784-51-9904,2025-02-24,Minnesota,USNV Young FPO AA 24268,1
S290,Dale,Michael,2004-10-16,female,middletonpaul@gmail.com,1555817782,^EpPDQUtl1,760-18-1309,2025-02-14,West Virginia,"2477 Carter Trace Hernandezstad, CO 98641",1
S291,Desiree,White,2006-09-11,female,faith82@yahoo.com,692-505-1631,jS4nc9gs@_,804-30-7796,2025-01-25,Illinois,"450 Potts Union Collinschester, AZ 00584",1
S292,Spencer,Adams,2003-02-04,male,fmathews@scott-long.org,(436)279-2291,(mO^LxcM1j,714-11-6595,2025-03-27,Minnesota,USNS Carter FPO AA 36358,1
S293,Michele,Vargas,2003-07-11,male,darrell31@carrillo-glover.com,733.965.7983,j8VJvCi4(F,210-15-7358,2025-01-22,Oregon,"87133 Henry Fall Apt. 481 Port Markhaven, ID 09903",1
S294,Donald,Davis,2004-03-13,male,zfernandez@gmail.com,211.967.3283,U0FS#YaW)W,088-38-1828,2025-01-09,Michigan,"344 Michael Pike Suite 603 Ryanport, OK 52022",1
S295,Julia,Olson,2002-09-06,female,cchurch@yahoo.com,348366387,!%1G5VEqEx,023-16-7930,2025-03-02,Texas,"3161 Gonzales Stream Suite 695 West Robert, TN 24545",1
S296,Ian,Velasquez,2004-04-04,male,gonzalezdarrell@ball.org,894-194-5005,j+_l7uBr$K,724-87-2314,2025-03-04,Montana,"9192 Sandoval Park Kingfort, SC 45040",1
S297,Melinda,Vargas,2003-06-03,male,barnesdeborah@gilbert.com,132.791.1151,_Q&RY)lh8X,105-43-8017,2025-03-14,Alaska,"697 Peter Courts Ericksonland, DC 22070",1
S298,John,Padilla,2005-07-20,female,reyesjason@wyatt.info,765.159.6399,_LHy!)DFE3,196-18-5714,2025-02-18,Pennsylvania,"53051 Thompson Unions Apt. 447 Evanview, DE 02276",1
S299,Stacy,Snow,2005-06-01,female,jamie42@young-green.biz,514-093-9033,7kVdJuGl^0,462-62-5786,2025-03-22,California,"86773 Alexander Pines New Christinebury, FL 60230",1
S300,Christopher,Bray,2006-07-27,female,ahamilton@hotmail.com,498-178-2745,V19RaNc2(S,732-37-8909,2025-01-05,Nevada,"4632 David Fort Claudiaberg, UT 40763",1
